"SequenceNumber","Names","NameKey","CompositeName","Metric","AutoNumber","Initials"
"BA0183","E. H. Yager Well","BA0183-03055","E. H. Yager Well (Exploration Well #3)",1,299,
"BA0183","Exploration Well #3","BA0183-03381","E. H. Yager Well (Exploration Well #3)",2,300,
"BA0184","Boise Petroleum Corp.","BA0184-01262","Reins No. 2 Well (Willow Creek; Boise Petroleum Corp.)",3,301,
"BA0184","Willow Creek","BA0184-09060","Reins No. 2 Well (Willow Creek; Boise Petroleum Corp.)",2,302,
"BA0184","Reins No. 2 Well","BA0184-12644","Reins No. 2 Well (Willow Creek; Boise Petroleum Corp.)",1,303,
"BA0185","Diatomite Occurrence","BA0185-02852","Diatomite Occurrence",1,304,
"BA0186","Diatomite Occurrence","BA0186-02846","Diatomite Occurrence",1,305,
"BA0187","Rock Quarry Mine","BA0187-09194","Rock Quarry Mine",1,306,
"BA0188","Gifford Placer","BA0188-03831","Gifford Placer",1,307,
"BA0189","Bed Rock #2","BA0189-00670","Bed Rock #2",1,308,
"BA0190","B-Mine","BA0190-00444","B-Mine (Pine Creek Claim)",1,309,
"BA0190","Pine Creek Claim","BA0190-08399","B-Mine (Pine Creek Claim)",2,310,
"BA0191","Christina Mine","BA0191-00056","Adanac Claim (Christina Mine)",2,311,
"BA0191","Adanac Claim","BA0191-01992","Adanac Claim (Christina Mine)",1,312,
"BA0192","Donald M Claim","BA0192-02927","Donald M Claim",1,313,
"BA0193","Diatomite Occurrence","BA0193-02845","Diatomite Occurrence",1,314,
"BA0194","Co-operative Development Co.","BA0194-02137","Co-operative Development Co.",1,315,
"BA0195","Alpine Group","BA0195-00198","Packer John (Alpine Group; Disappointment Group)",2,316,
"BA0195","Disappointment Group","BA0195-02880","Packer John (Alpine Group; Disappointment Group)",3,317,
"BA0195","Packer John","BA0195-08083","Packer John (Alpine Group; Disappointment Group)",1,318,
"BA0196","Three Sisters Group","BA0196-10837","Three Sisters Group",1,319,
"BA0197","Banks Calcite","BA0197-00532","Banks Calcite",1,320,
"BA0198","Liberty Mine","BA0198-06021","Old Liberty Group (Liberty Mine)",2,321,
"BA0198","Old Liberty Group","BA0198-07868","Old Liberty Group (Liberty Mine)",1,322,
"BO0001","Johnson Creek Placer","BO0001-05502","Johnson Creek Placer (Lucky Dog)",1,323,
"BO0001","Lucky Dog","BO0001-06463","Johnson Creek Placer (Lucky Dog)",2,324,
"BO0002","Cruikshank Placer","BO0002-02558","Gatfield Ranch Placer (Cruikshank Placer; Davis Placer)",2,325,
"BO0002","Davis Placer","BO0002-02670","Gatfield Ranch Placer (Cruikshank Placer; Davis Placer)",3,326,
"BO0002","Gatfield Ranch Placer","BO0002-03745","Gatfield Ranch Placer (Cruikshank Placer; Davis Placer)",1,327,
"BO0003","Unnamed placer","BO0003-11460","Unnamed placer",1,328,
"BO0004","Unnamed placer","BO0004-11459","Unnamed placer",1,329,
"BO0005","Bodie","BO0005-01246","Bodie",1,330,
"BO0006","Lost","BO0006-06326","Lost",1,331,
"BO0007","Osborne Mine","BO0007-08020","Osborne Mine",1,332,
"BO0008","Mammoth Prospect","BO0008-06657","Mammoth Prospect",1,333,
"BO0009","Apex Prospect","BO0009-00325","Apex Prospect",1,334,
"BO0010","Sunlight","BO0010-10566","Sunny Side Prospect (Sunlight)",2,335,
"BO0010","Sunny Side Prospect","BO0010-10569","Sunny Side Prospect (Sunlight)",1,336,
"BO0011","Henry Mine","BO0011-04678","Henry Mine (Robb Prospect)",1,337,
"BO0011","Robb Prospect","BO0011-09159","Henry Mine (Robb Prospect)",2,338,
"BO0012","Marine","BO0012-06708","Marine",1,339,
"BO0013","Atlanta Prospect","BO0013-00394","Atlanta Prospect",1,340,
"BO0014","Ballentyne","BO0014-00517","Ballentyne",1,341,
"BO0015","Nellie Mine","BO0015-07475","Nellie Mine",1,342,
"BO0016","Claggett Prospect","BO0016-02045","Claggett Prospect",1,343,
"BO0017","Topeka Prospect","BO0017-10915","Topeka Prospect",1,344,
"BO0018","Hall's Claim","BO0018-04501","Hall's Claim",1,345,
"BO0019","Kentuck Mine","BO0019-05664","Kentuck Mine",1,346,
"BO0020","Bobtail Claim","BO0020-01244","Bobtail Claim",1,347,
"BO0021","Lambertine Claim","BO0021-05811","Lambertine Claim",1,348,
"BO0022","Lucky Boy Prospect","BO0022-06450","Lucky Boy Prospect",1,349,
"BO0023","Mint Claim","BO0023-07081","Mint Claim",1,350,
"BO0024","Anticlinal Prospect","BO0024-00299","Anticlinal Prospect",1,351,
"BO0025","Blue Bucket","BO0025-01148","Blue Bucket",1,352,
"BO0026","Black Crook Prospect","BO0026-00964","Black Crook Prospect",1,353,
"BO0027","Golden Age and Catharine","BO0027-04110","Golden Age Group (Golden Age and Catharine)",2,354,
"BO0027","Golden Age Group","BO0027-04111","Golden Age Group (Golden Age and Catharine)",1,355,
"BO0028","Ida Mine","BO0028-05034","Ida Mine",1,356,
"BO0029","McCarty Mine","BO0029-06816","McCarty Mine",1,357,
"BO0030","Matilda","BO0030-06763","Matilda",1,358,
"BO0031","Zena Prospect","BO0031-12829","Zena Prospect",1,359,
"BO0032","Stella Prospect","BO0032-10413","Stella Prospect",1,360,
"BO0033","I.X.L. Group","BO0033-05024","I.X.L. Group",1,361,
"BO0034","El Paso Group","BO0034-03182","El Paso Group (Granite State; Old Man)",1,362,
"BO0034","Granite State","BO0034-04322","El Paso Group (Granite State; Old Man)",2,363,
"BO0034","Old Man","BO0034-07870","El Paso Group (Granite State; Old Man)",3,364,
"BO0035","Wonder Prospect","BO0035-08950","Wonder Prospect (Red Bird)",1,365,
"BO0035","Red Bird","BO0035-12719","Wonder Prospect (Red Bird)",2,366,
"BO0036","Alexander Mine","BO0036-00133","Alexander Mine (Sampson)",1,367,
"BO0036","Sampson","BO0036-09402","Alexander Mine (Sampson)",2,368,
"BO0037","Ella Prospect","BO0037-03244","Ella Prospect",1,369,
"BO0038","Keystone Group","BO0038-05678","Keystone Group",1,370,
"BO0039","Silver Wreath Mine","BO0039-09875","Silver Wreath Mine",1,371,
"BO0040","Emmett Mine","BO0040-03274","Emmett Mine",1,372,
"BO0041","Silver Chest","BO0041-09675","Silver Chest",1,373,
"BO0042","Blaine Mine","BO0042-01097","Blaine Mine",1,374,
"BO0043","Birthday Mine","BO0043-00927","Birthday Mine",1,375,
"BO0044","King Tut Group","BO0044-05717","King Tut Group (Mace)",1,376,
"BO0044","Mace","BO0044-06582","King Tut Group (Mace)",2,377,
"BO0045","Lucky Ridge Mine","BO0045-06499","Lucky Ridge Mine (Monroe Mine)",1,378,
"BO0045","Monroe Mine","BO0045-07168","Lucky Ridge Mine (Monroe Mine)",2,379,
"BO0046","Judas Mine","BO0046-05538","Judas Mine",1,380,
"BO0047","Iron Dollar","BO0047-05309","Irondollar Mine (Iron Dollar; Lavan Group)",2,381,
"BO0047","Irondollar Mine","BO0047-05337","Irondollar Mine (Iron Dollar; Lavan Group)",1,382,
"BO0047","Lavan Group","BO0047-05903","Irondollar Mine (Iron Dollar; Lavan Group)",3,383,
"BO0048","Pearl Silver Mine","BO0048-08257","Pearl Silver Mine",1,384,
"BO0049","Easter Mine","BO0049-03129","Gold Digger Prospect (Easter Mine)",2,385,
"BO0049","Gold Digger Prospect","BO0049-03975","Gold Digger Prospect (Easter Mine)",1,386,
"BO0050","Black Rock","BO0050-01016","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",4,387,
"BO0050","Dewey Mine","BO0050-02800","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",1,388,
"BO0050","Gem State Consolidated Mines","BO0050-03770","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",2,389,
"BO0050","Lulu","BO0050-06546","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",5,390,
"BO0050","New Deal","BO0050-07515","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",3,391,
"BO0050","Shamrock","BO0050-09537","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",7,392,
"BO0050","Silver Sue Group","BO0050-09853","Dewey Mine (Gem State Consolidated Mines; New Deal; Black Rock; Lulu; Silver Sue Group; Shamrock)",6,393,
"BO0051","Silver Spray Mine","BO0051-09825","Silver Spray Mine",1,394,
"BO0052","Smith Mine","BO0052-09989","Smith Mine",1,395,
"BO0053","Black Pearl Mine","BO0053-01008","Black Pearl Mine (Red Warrior Lode; Leviathan Lode)",1,396,
"BO0053","Leviathan Lode","BO0053-05995","Black Pearl Mine (Red Warrior Lode; Leviathan Lode)",3,397,
"BO0053","Red Warrior Lode","BO0053-09032","Black Pearl Mine (Red Warrior Lode; Leviathan Lode)",2,398,
"BO0054","Aspen Mine","BO0054-00378","Sacramento (Aspen Mine)",2,399,
"BO0054","Sacramento","BO0054-09343","Sacramento (Aspen Mine)",1,400,
"BO0055","J.I.C. Group","BO0055-05365","Middleman (J.I.C. Group; Leviathan Lode; Mormon City)",2,401,
"BO0055","Leviathan Lode","BO0055-05994","Middleman (J.I.C. Group; Leviathan Lode; Mormon City)",3,402,
"BO0055","Middleman","BO0055-06982","Middleman (J.I.C. Group; Leviathan Lode; Mormon City)",1,403,
"BO0055","Mormon City","BO0055-07252","Middleman (J.I.C. Group; Leviathan Lode; Mormon City)",4,404,
"BO0056","Felix Group","BO0056-03438","Friday Mine (Felix Group)",2,405,
"BO0056","Friday Mine","BO0056-03656","Friday Mine (Felix Group)",1,406,
"BO0057","Whitman Mine","BO0057-05996","Leviathan Mine (Whitman Mine; Red Warrior Lode; Lucky Jim)",2,407,
"BO0057","Leviathan Mine","BO0057-06481","Leviathan Mine (Whitman Mine; Red Warrior Lode; Lucky Jim)",1,408,
"BO0057","Lucky Jim","BO0057-09031","Leviathan Mine (Whitman Mine; Red Warrior Lode; Lucky Jim)",4,409,
"BO0057","Red Warrior Lode","BO0057-12580","Leviathan Mine (Whitman Mine; Red Warrior Lode; Lucky Jim)",3,410,
"BO0058","Red Warrior","BO0058-09030","Red Warrior",1,412,
"BO0059","Checkmate Mine","BO0059-01933","Checkmate Mine (Hecla-Checkmate)",1,413,
"BO0059","Hecla-Checkmate","BO0059-04641","Checkmate Mine (Hecla-Checkmate)",2,414,
"BO0060","Basque Mine","BO0060-00574","Basque Mine (Margerette; Shamrock)",1,415,
"BO0060","Margerette","BO0060-06697","Basque Mine (Margerette; Shamrock)",2,416,
"BO0060","Shamrock","BO0060-09539","Basque Mine (Margerette; Shamrock)",3,417,
"BO0061","Golden Chest Prospect","BO0061-04128","Golden Chest Prospect",1,418,
"BO0062","Dynamite Mine","BO0062-03044","Dynamite Mine",1,419,
"BO0063","Unnamed location","BO0063-11191","Unnamed location",1,420,
"BO0064","Florence Mine","BO0064-03525","Florence Mine",1,421,
"BO0065","Hilltop","BO0065-04802","Silver Rock (Hilltop)",1,422,
"BO0065","Silver Rock","BO0065-09811","Silver Rock (Hilltop)",2,423,
"BO0066","Pinto Mine","BO0066-08422","Pinto Mine",1,425,
"BO0067","Lucky Strike Mine","BO0067-06526","Lucky Strike Mine",1,426,
"BO0068","King Mine","BO0068-11623","King Mine",1,427,
"BO0069","Zulu Pearl","BO0069-02952","Double Eagle Mine (Zulu Pearl)",2,428,
"BO0069","Double Eagle Mine","BO0069-12840","Double Eagle Mine (Zulu Pearl)",1,429,
"BO0070","Unnamed prospect","BO0070-11625","Unnamed prospect",1,430,
"BO0071","Sally & Lucky Box","BO0071-09361","Sally & Lucky Box",1,431,
"BO0072","Unnamed prospect","BO0072-11626","Unnamed prospect",1,432,
"BO0073","Unnamed prospect","BO0073-11526","Unnamed prospect",1,433,
"BO0074","Lincoln Mine","BO0074-06066","Lincoln Mine",1,434,
"BO0075","South Lincoln Group","BO0075-10200","South Lincoln Group",1,435,
"BO0076","Unnamed prospect","BO0076-11603","Unnamed prospect",1,436,
"BO0077","Coal Deposit","BO0077-02144","Coal Deposit",1,437,
"BO0078","Unnamed prospect","BO0078-11630","Unnamed prospect",1,438,
"BO0079","Milestone","BO0079-07014","Milestone",1,439,
"BO0080","Wagontown Tin","BO0080-12275","Wagontown Tin",1,440,
"BO0081","Garfield Group","BO0081-03729","Golden Cycle, South Adit (Garfield Group)",2,441,
"BO0081","Golden Cycle, South Adit","BO0081-04144","Golden Cycle, South Adit (Garfield Group)",1,442,
"BO0082","Golden Cycle","BO0082-04142","Golden Cycle",1,443,
"BO0083","Garfield Tunnel","BO0083-03736","Garfield Tunnel (Golden Cycle)",1,444,
"BO0083","Golden Cycle","BO0083-04141","Garfield Tunnel (Golden Cycle)",2,445,
"BO0084","Myrtle","BO0084-07420","Myrtle",1,446,
"BO0085","DeLamar Placers","BO0085-02751","DeLamar Placers",1,447,
"BO0086","Central","BO0086-00856","Henrietta Mine (R. K. G. Mining and Milling Co.; Big I; Central)",4,448,
"BO0086","Henrietta Mine","BO0086-01870","Henrietta Mine (R. K. G. Mining and Milling Co.; Big I; Central)",1,449,
"BO0086","Big I","BO0086-04674","Henrietta Mine (R. K. G. Mining and Milling Co.; Big I; Central)",3,450,
"BO0086","R. K. G. Mining and Milling Co.","BO0086-08831","Henrietta Mine (R. K. G. Mining and Milling Co.; Big I; Central)",2,451,
"BO0087","Glen Silver Claims","BO0087-03861","Glen Silver Claims",1,452,
"BO0088","Manifee Tunnel","BO0088-06672","Manifee Tunnel",1,453,
"BO0089","Garfield Group","BO0089-00703","Belle Cora Claim (Garfield Group)",3,454,
"BO0089","Belle Cora Claim","BO0089-03726","Belle Cora Claim (Garfield Group)",1,455,
"BO0090","Surplus","BO0090-01953","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",3,456,
"BO0090","Chief","BO0090-03384","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",8,457,
"BO0090","Extension","BO0090-03728","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",7,458,
"BO0090","Garfield Group","BO0090-03733","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",2,459,
"BO0090","Garfield Mine","BO0090-03737","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",1,460,
"BO0090","Garfield Tunnel","BO0090-04007","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",3,461,
"BO0090","Gold Hill","BO0090-04220","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",6,462,
"BO0090","Golden Sickle","BO0090-07722","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",9,463,
"BO0090","North Side","BO0090-10637","Garfield Mine (Garfield Group; Garfield Tunnel; Surplus; North Side; Gold Hill; Extension; Chief; Golden Sickle)",5,464,
"BO0091","Webfoot Mine","BO0091-12386","Webfoot Mine",1,465,
"BO0092","Scadden Prospect","BO0092-09453","Scadden Prospect",1,466,
"BO0093","Chatauqua Adit","BO0093-01928","Chatauqua Adit (Lepley Claims Group)",2,467,
"BO0093","Lepley Claims Group","BO0093-05981","Chatauqua Adit (Lepley Claims Group)",1,468,
"BO0094","Alta Property","BO0094-00206","Alta Property",1,469,
"BO0095","DeLamar Mining Co., No. 16 Tunnel","BO0095-02745","DeLamar Mining Co., No. 16 Tunnel",1,470,
"BO0096","Wahl","BO0096-02747","DeLamar Mining Co., No. 8 Tunnel (Wahl)",2,471,
"BO0096","DeLamar Mining Co., No. 8 Tunnel","BO0096-12276","DeLamar Mining Co., No. 8 Tunnel (Wahl)",1,472,
"BO0097","Manhattan Tunnel","BO0097-06671","Manhattan Tunnel",1,473,
"BO0098","Lepley Claims Group","BO0098-00669","Beck Tunnel (Lepley Claims Group)",2,474,
"BO0098","Beck Tunnel","BO0098-05982","Beck Tunnel (Lepley Claims Group)",1,475,
"BO0099","Boone","BO0099-00070","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",5,476,
"BO0099","Balance","BO0099-00505","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",3,477,
"BO0099","Independence","BO0099-01313","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",6,478,
"BO0099","Last Chance","BO0099-05208","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",4,479,
"BO0099","Lepley Claims Group","BO0099-05844","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",2,480,
"BO0099","Lepley Prospect","BO0099-05980","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",1,481,
"BO0099","Advance","BO0099-05983","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",7,482,
"BO0099","Ohio","BO0099-07823","Lepley Prospect (Lepley Claims Group; Balance; Boone; Last Chance; Independence; Advance; Ohio)",8,483,
"BO0100","Sommercamp Pit","BO0100-02748","DeLamar Mining Co., Sommercamp Adit No. 2 (DeLamar Silver Mine; Sommercamp Pit; Earth Resources)",3,485,
"BO0100","DeLamar Mining Co., Sommercamp Adit No. 2","BO0100-02752","DeLamar Mining Co., Sommercamp Adit No. 2 (DeLamar Silver Mine; Sommercamp Pit; Earth Resources)",1,486,
"BO0100","DeLamar Silver Mine","BO0100-03090","DeLamar Mining Co., Sommercamp Adit No. 2 (DeLamar Silver Mine; Sommercamp Pit; Earth Resources)",2,487,
"BO0100","Earth Resources","BO0100-10130","DeLamar Mining Co., Sommercamp Adit No. 2 (DeLamar Silver Mine; Sommercamp Pit; Earth Resources)",4,488,
"BO0101","Daisy Claim","BO0101-02632","Daisy Claim",1,489,
"BO0102","Hope Vein Crosscut","BO0102-04913","Hope Vein Crosscut",1,490,
"BO0103","M Vein Adit","BO0103-06567","M Vein Adit",1,491,
"BO0104","Cash Prospect","BO0104-01805","Cash Prospect",1,492,
"BO0105","Little Chief Claim","BO0105-06118","Little Chief Claim",1,493,
"BO0106","DeLamar Mining Co., Sommercamp Adit No. 4","BO0106-02749","DeLamar Mining Co., Sommercamp Adit No. 4",1,494,
"BO0107","Silver Vault Property","BO0107-09869","Silver Vault Property",1,495,
"BO0108","Voschay","BO0108-02746","DeLamar Mining Co., No. 4 Tunnel (Voschay; DeLamar Silver Mine; North DeLamar Pit; Earth Resources)",2,496,
"BO0108","DeLamar Mining Co., No. 4 Tunnel","BO0108-02753","DeLamar Mining Co., No. 4 Tunnel (Voschay; DeLamar Silver Mine; North DeLamar Pit; Earth Resources)",1,497,
"BO0108","DeLamar Silver Mine","BO0108-03089","DeLamar Mining Co., No. 4 Tunnel (Voschay; DeLamar Silver Mine; North DeLamar Pit; Earth Resources)",3,498,
"BO0108","Earth Resources","BO0108-07679","DeLamar Mining Co., No. 4 Tunnel (Voschay; DeLamar Silver Mine; North DeLamar Pit; Earth Resources)",5,499,
"BO0108","North DeLamar Pit","BO0108-12260","DeLamar Mining Co., No. 4 Tunnel (Voschay; DeLamar Silver Mine; North DeLamar Pit; Earth Resources)",4,500,
"BO0109","Stoddard Adit","BO0109-09680","Stoddard Adit (Silver City Gold Mines, Inc.)",1,501,
"BO0109","Silver City Gold Mines, Inc.","BO0109-10456","Stoddard Adit (Silver City Gold Mines, Inc.)",2,502,
"BO0110","Ohio Adit","BO0110-07824","Ohio Adit",1,503,
"CH0213","Montana Mine","CH0213-07179","Seafoam Mine (Providence Group; Montana Mine)",1,1338,
"CH0213","Providence Group","CH0213-08732","Seafoam Mine (Providence Group; Montana Mine)",1,1339,
"CH0213","Seafoam Mine","CH0213-09487","Seafoam Mine (Providence Group; Montana Mine)",1,1340,
"CH0214","Seafoam Placer","CH0214-09488","Seafoam Placer (Vanity Creek Claims)",1,1341,
"CH0216","Unnamed prospect","CH0216-11514","Unnamed prospect",1,1342,
"CH0217","Unnamed prospect","CH0217-11490","Unnamed prospect",1,1343,
"CH0218","Trade Dollar Prospect","CH0218-10939","Wild Goat No. 1 (Trade Dollar Prospect)",1,1344,
"CH0218","Wild Goat No. 1","CH0218-12606","Wild Goat No. 1 (Trade Dollar Prospect)",1,1345,
"CH0219","Unnamed prospect","CH0219-11516","Unnamed prospect",1,1346,
"CH0220","Unnamed prospect","CH0220-11518","Unnamed prospect",1,1347,
"CH0221","Wildgoat No. 3 Claim","CH0221-12618","Wildgoat No. 3 Claim",1,1348,
"CH0222","Unnamed prospect","CH0222-11755","Unnamed prospect",1,1349,
"CH0223","Unnamed prospect","CH0223-11513","Unnamed prospect",1,1350,
"CH0224","Lovenest Claim","CH0224-06373","Lovenest Claim",1,1351,
"CH0225","Unnamed prospect","CH0225-11512","Unnamed prospect",1,1352,
"CH0226","Nessie No. 12 Claim","CH0226-07488","Nessie No. 12 Claim",1,1353,
"CH0227","Baby Ruth","CH0227-00467","Betty Ruth Claim (Baby Ruth)",1,1354,
"CH0227","Betty Ruth Claim","CH0227-00774","Betty Ruth Claim (Baby Ruth)",1,1355,
"CH0228","Wild Buck Claim","CH0228-06949","Wild Buck Claim (Mia #6; Wild Dog; Wildbuck)",1,1356,
"CH0228","Wild Dog","CH0228-12598","Wild Buck Claim (Mia #6; Wild Dog; Wildbuck)",1,1357,
