"IndexedObjectId","MinGX","MinGY","MaxGX","MaxGY"
3828,254926450,1275523842,254926450,1275523842
3829,254896846,1275455131,254896846,1275455131
3830,254889178,1275422329,254889178,1275422329
3831,254879297,1275381654,254879297,1275381654
3832,254863763,1275368153,254863763,1275368153
3833,254862815,1275331647,254862815,1275331647
3834,254871590,1275308250,254871590,1275308250
3835,255513812,1275656696,255513812,1275656696
3836,255329620,1275553675,255329620,1275553675
3837,255551364,1275441127,255551364,1275441127
3838,255324089,1275217831,255324089,1275217831
3839,255360061,1274987951,255360061,1274987951
3840,255024088,1274822807,255024088,1274822807
3841,256324101,1275982303,256324101,1275982303
3842,256192482,1275578450,256192482,1275578450
3843,256152955,1275569444,256152955,1275569444
3844,256115405,1275544115,256115405,1275544115
3845,256156119,1275406814,256156119,1275406814
