"KeyField","RecordID","MapLoc","PropertyName","LastUpdated","Action_taken","Notes","Notes2"
1471,"CH0025","CH0025","Unnamed prospect south of Rainbow Peak.","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1472,"CH0083","CH0083","Little Joe Prospect","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1473,"CH0087","CH0087","Yellowjacket Mine","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1474,"CH0173","CH0173","Hardscrabble Mine","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1475,"CH0174","CH0174","Outlook Claim","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1476,"CH0175","CH0175","Ramshorn Mine","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1477,"CH0176","CH0176","West Side Claim","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1478,"CH0177","CH0177","Columbus Claim","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1479,"CH0179","CH0179","Republican Group Mine","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1480,"CH0182","CH0182","Capitol State Claim","2004-06-24 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to references.",
1481,"CH0107","CH0107","Comeback Mine","2004-06-24 00:00:00","references updated","MLA 64-85 added to references.",
1482,"CH0178","CH0178","Chuck Creek","2004-06-30 00:00:00","reference updated",,
1483,"CH0180","CH0180","Bulldog Prospect","2004-06-30 00:00:00","reference updated",,
1484,"CH0181","CH0181","Unnamed Prospect","2004-06-30 00:00:00","reference updated",,
1485,"CH0183","CH0183","Unnamed Prospect","2004-06-30 00:00:00","reference updated",,
1486,"CH0184","CH0184","Dowling Quartz Prospect","2004-06-30 00:00:00","reference updated","MLA 5-91and MLA 6-91 added to references.",
1487,"CH0185","CH0185","Porphyry Peak Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1488,"CH0186","CH0186","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1489,"CH0191","CH0191","General Grant Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1490,"CH0192","CH0192","Brown Bear Prospect","2004-06-30 00:00:00","reference updated","MLA 87-83, MLA 591 and MLA 6-91 added to references.",
1491,"CH0193","CH0193","Moonshine Prospect","2004-06-30 00:00:00","reference updated","MLA 87-83, MLA 5-91 and MLA 6-91 added to references.",
1492,"CH0194","CH0194","Opal Creek Placer","2004-06-30 00:00:00","references updated","MLA 87-83, MLA 5-91 and MLA 6-91 added to references.",
1493,"CH0195","CH0195","Old Tracy","2004-06-30 00:00:00","reference updated",,
1494,"CH0196","CH0196","Shiney B No. 13","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1495,"CH0197","CH0197","Unnamed prospect","2004-06-30 00:00:00","references updated",,
1496,"CH0198","CH0198","Josephus Silver Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1497,"CH0199","CH0199","Josephus Group (Float Creek Claims)","2004-06-30 00:00:00","reference updated","MLA 64-85, MLA 5-91 and MLA 6-91 added to references.",
1498,"CH0200","CH0200","Silver Bell Extension","2004-06-30 00:00:00","reference updated","MLA 87-83, MLA 5-91 and MLA 6-91 added to references.",
1499,"CH0201","CH0201","Silver Bell Group","2004-06-30 00:00:00","reference updated","MLA 87-83, MLA 5-91 and MLA 6-91 added to references.",
1500,"CH0202","CH0202","Mountain Dew Claim","2004-06-30 00:00:00","references updated","MLA 5-91and MLA 6-91 added to references.",
1501,"CH0203","CH0203","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1502,"CH0204","CH0204","Hi-Moon Claims","2004-06-30 00:00:00","references updated",,
1503,"CH0205","CH0205","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1504,"CH0206","CH0206","Colleen Group","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references",
1505,"CH0207","CH0207","Colleen No. 10","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1506,"CH0208","CH0208","Clark Colleen Clamins","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1507,"CH0209","CH0209","Star Mine","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1508,"CH0210","CH0210","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1509,"CH0211","CH0211","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1510,"CH0212","CH0212","Enterprise Mine","2004-06-30 00:00:00","reference updated",,
1511,"CH0213","CH0213","Seafoam Mine","2004-06-30 00:00:00","references updated","MLA 87-83, MLA 5-91 and MLA 6-91 added to references.",
1512,"CH0214","CH0214","Seafoam Placer","2004-06-30 00:00:00","reference updated","MLA 87-83 added to references.",
1513,"CH0215","CH0215","Post Mine","2004-06-30 00:00:00","references updated","MLA 5-91 and MLA 6-91 added to refences.",
1514,"CH0216","CH0216","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1515,"CH0217","CH0217","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1516,"CH0218","CH0218","Wild Goat No. 1","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA-6-91 added to references.",
1517,"CH0219","CH0219","Unnamed prospect","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1518,"CH0220","CH0220","Unnamed prospect","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1519,"CH0221","CH0221","Wildgoat No.3 Claim","2004-06-30 00:00:00","reference updated",,
1520,"CH0222","CH0222","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1521,"CH0223","CH0223","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1522,"CH0224","CH0224","Lovenest Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1523,"CH0225","CH0225","Unnamed prospect","2004-06-30 00:00:00","reference updated",,
1524,"CH0226","CH0226","Nessie No. 12 Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1525,"CH0227","CH0227","Betty Ruth","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1526,"CH0228","CH0228","Wild Buck Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91",
1527,"CH0229","CH0229","Surprise No. 1 Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references",
1528,"CH0230","CH0230","Canary Yellow Mine","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1529,"CH0231","CH0231","Mia No. 22 Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1530,"CH0232","CH0232","Mia No. 22 Claim","2004-06-30 00:00:00","reference updated","MLA 5-91 and MLA 6-91",
1531,"CH0233","CH0233","Mystery prospect","2004-06-30 00:00:00","reference updated","MLA 87-83 added to references.",
1532,"CH0234","CH0234","Mia No.29","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA -6-91 added to references.",
1533,"CH0235","CH0235","Mia No. 30 Claim","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1534,"CH0236","CH0236","Rasche Property","2004-07-01 00:00:00","reference updated","Ross, 1941, IBMG p-33, and MLA 87-83 added to references.",
1535,"CH0237","CH0237","Unnamed prospect","2004-07-01 00:00:00","reference updated","MLA 87-83 added to references.",
1536,"CH0238","CH0238","Bonanza No. 1 Claim","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1537,"CH0239","CH0239","Long Shot No. 1 Claim","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1538,"CH0240","CH0240","Long Shot No.3","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1539,"CH0241","CH0341","Long Short No. 3 Claim","2004-07-01 00:00:00","reference updated","MLA 64-85 added to references.",
1540,"CH0242","CH0242","Unnamed Prospect","2004-07-01 00:00:00","reference updated","MLA 87-83 added to references.",
1541,"CH0244","CH0244","Blackjack Mine","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1542,"CH0243","CH0243","Snowstorm Group","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to reference.",
1543,"CH0245","CH0245","Idaho prospect","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1544,"CH0246","Ch0246","Bacon Group","2004-07-01 00:00:00","reference updated","MLA5-91 and MLA 6-91 added to references.",
1545,"CH0247","CH0247","Lead-Metals Mine","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1546,"CH0248","CH0248","Lemp Group","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1547,"CH0250","CH0250","Unnamed prospect","2004-07-01 00:00:00","reference updated","MLA 64-85 added to references.",
1548,"CH0251","CH0251","Mountain King Mine","2004-07-01 00:00:00","reference updated","USBM OFR 89-83, 5-91 and 6-91 added to references. USBM OFR 89-83, MLA 5-91 and MLA 6-91 added to references.",
1549,"CH0252","CH0252","Mahan Mine","2004-07-01 00:00:00","reference updated","USBM OFR 89-83, MLA 5-91 and MLA 6-91 added to references.",
1550,"CH0253","CH0253","Old Timer Prospect","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1551,"CH0254","CH0254","Badger Lode prospect","2004-07-01 00:00:00","reference updated","MLA 5-91 and MLA 6-91 added to references.",
1552,"CH0255","CH0255","Unnamed prospect","2004-07-01 00:00:00","reference updated","MLA 64-85 added to references.",
1553,"CH0257","CH0257","Unnamed prospect","2004-07-01 00:00:00","reference updated",,
1554,"CH0259","CH0259","Sixteen to One prospect","2004-07-01 00:00:00","reference updated","MLA 64-85 added to references",
1555,"CH0260","CH0260","Sixteen to One Group","2004-07-01 00:00:00","reference updated","MLA 64-85 added to references.",
1556,"CH0261","CH0261","Unnamed prospect","2004-07-01 00:00:00","reference updated",,
1557,"CH0262","CH0262","Iron Blossom Claim","2004-07-01 00:00:00","reference updated","MLA 64-85 added to references.",
